B,14,D,0.5,
B,14,[a&i],-0.1667,
B,15,A,0.5,
B,15,[a&i],-0.1667,
B,16,B,0.5,
B,16,[a&i],-0.1667,
B,17,D,0.5,
B,17,[a&i],-0.1667,
B,18,D,0.5,
B,18,[a&i],-0.1667,
B,19,B,0.5,
B,19,[a&i],-0.1667,
B,20,C,0.5,
B,20,[a&i],-0.1667,
B,21,A,0.5,
B,21,[a&i],-0.1667,
B,22,A,0.5,
B,22,[a&i],-0.1667,
B,23,A,0.5,
B,23,[a&i],-0.1667,
B,24,C,0.5,
B,24,[a&i],-0.1667,
B,25,A,0.5,
B,25,[a&i],-0.1667,
B,26,C,0.5,
B,26,[a&i],-0.1667,
B,27,A,0.5,
B,27,[a&i],-0.1667,
B,28,A,0.5,
B,28,[a&i],-0.1667,
B,29,A,0.5,
B,29,[a&i],-0.1667,
B,30,A,0.5,
B,30,[a&i],-0.1667,
B,31,A,0.5,
B,31,[a&i],-0.1667,
B,32,A,0.5,
B,32,[a&i],-0.1667,
B,33,C,0.5,
B,33,[a&i],-0.1667,
B,34,A,0.5,
B,34,[a&i],-0.1667,
B,35,B,0.5,
B,35,[a&i],-0.1667,
B,36,B,0.5,
B,36,[a&i],-0.1667,
B,37,B,0.5,
B,37,[a&i],-0.1667,
B,38,B,0.5,
B,38,[a&i],-0.1667,
B,39,A,0.5,
B,39,[a&i],-0.1667,
B,40,C,0.5,
B,40,[a&i],-0.1667,
C,1,C,0.5,
C,1,[a&i],-0.1667,
C,2,D,0.5,
C,2,[a&i],-0.1667,
C,3,B,0.5,
C,3,[a&i],-0.1667,
C,4,B,0.5,
C,4,[a&i],-0.1667,
C,5,A,0.5,
C,5,[a&i],-0.1667,
C,6,C,0.5,
C,6,[a&i],-0.1667,
C,7,B,0.5,
C,7,[a&i],-0.1667,
C,8,A,0.5,
C,8,[a&i],-0.1667,
C,9,B,0.5,
C,9,[a&i],-0.1667,
C,10,A,0.5,
C,10,[a&i],-0.1667,
C,11,A,0.5,
C,11,[a&i],-0.1667,
C,12,D,0.5,
C,12,[a&i],-0.1667,
C,13,C,0.5,
C,13,[a&i],-0.1667,
C,14,C,0.5,
C,14,[a&i],-0.1667,
C,15,C,0.5,
C,15,[a&i],-0.1667,
C,16,D,0.5,
C,16,[a&i],-0.1667,
C,17,C,0.5,
C,17,[a&i],-0.1667,
C,18,D,0.5,
C,18,[a&i],-0.1667,
C,19,D,0.5,
C,19,[a&i],-0.1667,
C,20,C,0.5,
C,20,[a&i],-0.1667,
C,21,D,0.5,
C,21,[a&i],-0.1667,
C,22,D,0.5,
C,22,[a&i],-0.1667,
C,23,B,0.5,
C,23,[a&i],-0.1667,
C,24,C,0.5,
C,24,[a&i],-0.1667,
C,25,C,0.5,
C,25,[a&i],-0.1667,
C,26,B,0.5,
C,26,[a&i],-0.1667,
C,27,D,0.5,
C,27,[a&i],-0.1667,
C,28,A,0.5,
C,28,[a&i],-0.1667,
C,29,C,0.5,
C,29,[a&i],-0.1667,
C,30,B,0.5,
C,30,[a&i],-0.1667,
C,31,C,0.5,
C,31,[a&i],-0.1667,
C,32,B,0.5,
C,32,[a&i],-0.1667,
C,33,A,0.5,
C,33,[a&i],-0.1667,
C,34,C,0.5,
C,34,[a&i],-0.1667,
C,35,B,0.5,
C,35,[a&i],-0.1667,
C,36,D,0.5,
C,36,[a&i],-0.1667,
C,37,B,0.5,
C,37,[a&i],-0.1667,
C,38,C,0.5,
C,38,[a&i],-0.1667,
C,39,C,0.5,
C,39,[a&i],-0.1667,
C,40,A,0.5,
C,40,[a&i],-0.1667,
D,1,B,0.5,
D,1,[a&i],-0.1667,
D,2,A,0.5,
D,2,[a&i],-0.1667,
D,3,B,0.5,
D,3,[a&i],-0.1667,
D,4,A,0.5,
D,4,[a&i],-0.1667,
D,5,D,0.5,
D,5,[a&i],-0.1667,
D,6,A,0.5,
D,6,[a&i],-0.1667,
D,7,A,0.5,
D,7,[a&i],-0.1667,
D,8,B,0.5,
D,8,[a&i],-0.1667,
D,9,B,0.5,
D,9,[a&i],-0.1667,
D,10,A,0.5,
D,10,[a&i],-0.1667,
D,11,B,0.5,
D,11,[a&i],-0.1667,
D,12,C,0.5,
D,12,[a&i],-0.1667,
D,13,D,0.5,
D,13,[a&i],-0.1667,
D,14,B,0.5,
D,14,[a&i],-0.1667,
D,15,D,0.5,
D,15,[a&i],-0.1667,
D,16,B,0.5,
D,16,[a&i],-0.1667,
D,17,B,0.5,
D,17,[a&i],-0.1667,
D,18,C,0.5,
D,18,[a&i],-0.1667,
D,19,A,0.5,
D,19,[a&i],-0.1667,
D,20,C,0.5,
D,20,[a&i],-0.1667,
D,21,B,0.5,
D,21,[a&i],-0.1667,
D,22,C,0.5,
D,22,[a&i],-0.1667,
D,23,B,0.5,
D,23,[a&i],-0.1667,
D,24,B,0.5,
D,24,[a&i],-0.1667,
D,25,A,0.5,
D,25,[a&i],-0.1667,
D,26,B,0.5,
D,26,[a&i],-0.1667,
D,27,A,0.5,
D,27,[a&i],-0.1667,
D,28,B,0.5,
D,28,[a&i],-0.1667,
D,29,C,0.5,
D,29,[a&i],-0.1667,
D,30,B,0.5,
D,30,[a&i],-0.1667,
D,31,D,0.5,
D,31,[a&i],-0.1667,
D,32,A,0.5,
D,32,[a&i],-0.1667,
D,33,D,0.5,
D,33,[a&i],-0.1667,
D,34,C,0.5,
D,34,[a&i],-0.1667,
D,35,B,0.5,
D,35,[a&i],-0.1667,
D,36,B,0.5,
D,36,[a&i],-0.1667,
D,37,D,0.5,
D,37,[a&i],-0.1667,
D,38,C,0.5,
D,38,[a&i],-0.1667,
D,39,D,0.5,
D,39,[a&i],-0.1667,
D,40,C,0.5,
D,40,[a&i],-0.1667,
